pair_id,group_id,doc_id,target,title,text_len,mean_text_len,var_text_len
3123,35,21752,0,"['одноклассник', 'омский', 'обл', 'алексеевка', 'jmsleboeuf']",138.0,19647.484848484848,6577940678.90538
3124,35,21949,0,"['как', 'создать', 'второй', 'страница', 'в', 'контакт', 'как', 'зарегистрировать', 'два', 'страница']",1064.0,19647.484848484848,6577940678.90538
3125,35,24271,0,"['карта', 'сайт', 'http//var.pizdessplan.us']",39258.0,19647.484848484848,6577940678.90538
3126,35,24249,0,"['кошелёк', 'perfect', 'money', 'регистрация', 'отзыв', 'перфект', 'маня', 'из', 'abc-cash.com']",1305.0,19647.484848484848,6577940678.90538
3127,35,24300,0,"['печать', 'страница', 'интересный']",82648.0,19647.484848484848,6577940678.90538
3128,35,21782,0,"['гта', 'как', 'сделать', 'чтоб', 'сюжет', 'не', 'пропасть', 'как', 'сделать', 'чтобы', 'гта', 'не', 'догонять', 'мент', 'как', 'сделать', 'чтобы', 'гта', 'работать', 'bawsaq', 'как', 'гта', 'сделать', 'чтобы', 'политься', 'бензин', 'что', 'надо', 'сделать', 'гта', 'чтобы', 'открыть', 'гонка', 'вооружение', 'как', 'сделать', 'так', 'чтобы', 'акция', 'гта', 'упасть', 'почему', 'акция', 'сильно', 'упасть', 'redwood', 'гта', 'когда', 'гта', 'онлайн', 'открыться', 'машина', 'хамелеон', 'гта', 'онлайн', 'машина', 'за', 'миллион', 'как', 'размножать', 'машина', 'гта', 'онлайн', 'машина', 'гта', 'онлайн', 'бизнес', 'как', 'поставить', 'страховка', 'машина', 'гта', 'онлайн', 'где', 'гта', 'онлайн', 'находиться', 'огромный', 'строительный', 'машина', 'какой', 'уровень', 'открыться', 'pegasus', 'гта', 'онлайн', 'launcheflc', 'exe', 'скачать', 'для', 'gta']",13511.0,19647.484848484848,6577940678.90538
3129,35,22257,0,"['разработка', 'методика', 'противодействие', 'социальный', 'инжиниринг']",14172.0,19647.484848484848,6577940678.90538
3130,35,24373,0,"['как', 'создать', 'аккаунт', 'facebook', 'без', 'ввод', 'номер', 'телефон', 'видео', 'смотреть', 'онлайн']",248.0,19647.484848484848,6577940678.90538
3131,35,21856,0,"['регистрация', 'без', 'номер', 'vk.com', 'rango-hack', 'форум', 'читер', 'чита', 'для', 'игра']",442.0,19647.484848484848,6577940678.90538
3132,35,22308,0,"['описание', 'знак', 'для', 'регистрация']",8595.0,19647.484848484848,6577940678.90538
3133,35,22080,0,"['одноклассник', 'ru', 'мой', 'страница']",2634.0,19647.484848484848,6577940678.90538
3134,35,22106,0,"['экспорт', 'импорт', 'налоговый', 'юридический', 'аспект']",48784.0,19647.484848484848,6577940678.90538
3135,35,23998,0,"['polpred.com', 'обзор', 'сми', 'россия', 'зарубежье', 'федеральный', 'округ', 'рф', 'внешний', 'экономика', 'право']",24741.0,19647.484848484848,6577940678.90538
3136,35,22968,1,"['регистрация', 'вк', 'без', 'номер', 'всё', 'о', 'вконтакте']",778.0,19647.484848484848,6577940678.90538
3137,35,23789,0,"['сми', 'ит']",28549.0,19647.484848484848,6577940678.90538
3138,35,24812,0,"['как', 'зарегистрировать', 'авто', 'domino22']",820.0,19647.484848484848,6577940678.90538
3139,35,21933,0,"['как', 'зарегистрироваться', 'weibo', 'только', 'там', 'сидеть', 'наш', 'лида', 'ss501', 'вконтакте']",417.0,19647.484848484848,6577940678.90538
3140,35,22252,1,"['как', 'зарегистрироваться', 'вк', 'автомобильный', 'диск']",108.0,19647.484848484848,6577940678.90538
3141,35,23254,0,"['как', 'зарегистрировать', 'личный', 'кабинет', 'юридический', 'лицо', 'reg.ru', 'хостинг', 'reg.ru']",6755.0,19647.484848484848,6577940678.90538
3142,35,21868,0,"['ответ', 'обращение', 'городской', 'округ', 'балашиха']",25590.0,19647.484848484848,6577940678.90538
3143,35,24900,0,"['карта', 'сайт', 'страница']",41783.0,19647.484848484848,6577940678.90538
3144,35,21835,0,['rohszewski'],4467.0,19647.484848484848,6577940678.90538
3145,35,23784,0,"['как', 'обновить', 'gta', 'онлайн', 'gta', 'онлайн', 'самолёт', 'gta', 'онлайн', 'как', 'дать', 'друг', 'деньга', 'тайна', 'gta', 'не', 'онлайн', 'gta', 'онлайн', 'лестер', 'понтовыя', 'кейс', 'как', 'стать', 'богатый', 'gta', 'онлайн', 'что', 'значит', 'rp', 'gta', 'онлайн', 'gta', 'онлайн', 'что', 'нужно', 'рон', 'gta', 'онлайн', 'принцип', 'gta', 'онлайн', 'обзор', 'игра', 'ігри', 'онлайн', 'безплатно', 'gta', 'скачать', 'как', 'заработать', 'звезда', 'gta', 'онлайн', 'gta', 'one', 'не', 'работать', 'онлайн', 'эвакуация', 'вертолёт', 'когда', 'gta', 'sony', 'gta', 'где', 'взять', 'вертолёт', 'форт']",13492.0,19647.484848484848,6577940678.90538
3146,35,24216,0,"['как', 'восстановить', 'доступ', 'к', 'страница', 'контакт']",591.0,19647.484848484848,6577940678.90538
3147,35,22750,1,"['как', 'зарегистрироваться', 'контакт', 'без', 'номер', 'телефон', 'подробный', 'инструкция']",1818.0,19647.484848484848,6577940678.90538
3148,35,22245,0,"[""what's"", 'your', 'truage']",802569.0,19647.484848484848,6577940678.90538
3149,35,23372,0,"['как', 'заработать', 'seosprint']",885.0,19647.484848484848,6577940678.90538
3150,35,24478,0,"['заработок', 'интернет', 'без', 'обмана.проверено!']",5259.0,19647.484848484848,6577940678.90538
3151,35,22672,0,"['сколько', 'время', 'зарегистрировать', 'ооо']",8676.0,19647.484848484848,6577940678.90538
3152,35,22078,0,"['официальный', 'информация']",14867.0,19647.484848484848,6577940678.90538
3153,35,11028,0,"['обзор', 'судебный', 'практика', 'верховный', 'суд', 'российский', 'федерация', '06.07.2016', 'экономика', 'жизнь']",41327.0,19647.484848484848,6577940678.90538
3154,35,22481,0,"['создание', 'страница', 'одноклассник', 'пошаговый', 'инструкция', 'создание', 'личный', 'страница']",933.0,19647.484848484848,6577940678.90538
3155,35,24322,0,"['невидимка', 'одноклассник']",2219.0,19647.484848484848,6577940678.90538
3156,35,22940,1,"['как', 'зарегистрировать', 'страничка', 'соц', 'сеть', 'без', 'сие', 'карта', 'сайт', 'sms-reg.com', 'валентина', 'youtube']",384.0,19647.484848484848,6577940678.90538
3157,35,23140,0,"['как', 'следить', 'за', 'человек', 'абонент', 'мтс']",876.0,19647.484848484848,6577940678.90538
3158,35,22513,0,"['обзор', 'судебный', 'практика', 'верховный', 'суд', 'российский', 'федерация', 'n']",41124.0,19647.484848484848,6577940678.90538
3159,35,22976,0,"['стена', 'вконтакте']",31139.0,19647.484848484848,6577940678.90538
3160,35,22963,0,"['новость', 'сообщение', 'официальный', 'группа', 'вконтакте', 'политический', 'партия', 'коммунист', 'россия', 'юридический', 'услуга', 'красноярск']",20711.0,19647.484848484848,6577940678.90538
3161,35,22198,0,"['порядок', 'межевание', 'земельный', 'участок']",8310.0,19647.484848484848,6577940678.90538
3162,35,21848,0,"['как', 'заполнить', 'учётный', 'регистр']",6986.0,19647.484848484848,6577940678.90538
3163,36,27031,1,"['если', 'помидор', 'жировать', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",974.0,1180.116504854369,1736806.3392347228
3164,36,25458,1,"['томат', 'жировать', 'дачный', 'форум']",1516.0,1180.116504854369,1736806.3392347228
3165,36,25679,1,"['дачный', 'форум', 'форум', 'invision', 'power', 'board']",7841.0,1180.116504854369,1736806.3392347228
3166,36,28008,0,"['подкормка', 'томат']",468.0,1180.116504854369,1736806.3392347228
3167,36,27678,1,"['помидор', 'жировать', 'теплица', 'что', 'делать', 'томат', 'жирование']",704.0,1180.116504854369,1736806.3392347228
3168,36,26534,0,"['атф', 'агрос', 'вопрос', 'агроном']",920.0,1180.116504854369,1736806.3392347228
3169,36,26724,1,"['томат', 'жировать', 'теплица', 'что', 'делать', 'помидор', 'фото', 'видео']",801.0,1180.116504854369,1736806.3392347228
3170,36,26023,0,"['gardening', 'формирование', 'томат', 'детерминантный', 'куст']",498.0,1180.116504854369,1736806.3392347228
3171,36,27773,0,"['томат', 'помидор', 'теплица', 'жирование', 'помидор']",648.0,1180.116504854369,1736806.3392347228
3172,36,27323,1,"['а', 'стиль', 'эксклюзив', 'свой', 'рука', 'про', 'томат']",1924.0,1180.116504854369,1736806.3392347228
3173,36,25295,1,"['помидор', 'жировать', 'теплица', 'что', 'делать', 'томат', 'при', 'жирование']",558.0,1180.116504854369,1736806.3392347228
3174,36,25616,1,"['томат', 'жировать', 'теплица', 'общий', 'сведение', 'внешний', 'признак', 'причина', 'возникновение', 'способ', 'устранение', 'проблема', 'мера', 'профилактика', 'видео']",501.0,1180.116504854369,1736806.3392347228
3175,36,26870,0,"['помидор', 'уход', 'страница', 'форум', 'forumhouse']",1199.0,1180.116504854369,1736806.3392347228
3176,36,27387,1,"['помидор', 'жировать', 'теплица']",1992.0,1180.116504854369,1736806.3392347228
3177,36,27247,1,"['помидор', 'жировать', 'что', 'она', 'делать']",1775.0,1180.116504854369,1736806.3392347228
3178,36,25477,1,"['томат', 'теплица', 'выращивание', 'уход']",2081.0,1180.116504854369,1736806.3392347228
3179,36,27180,1,"['томат', 'жировать']",931.0,1180.116504854369,1736806.3392347228
3180,36,27725,1,"['что', 'делать', 'если', 'перекормить', 'томат', 'выращивание', 'томат', 'дачный', 'участок']",807.0,1180.116504854369,1736806.3392347228
3181,36,25466,1,"['что', 'делать', 'если', 'помидор', 'жировать']",973.0,1180.116504854369,1736806.3392347228
3182,36,25139,1,"['ошибка', 'при', 'выращивание', 'помидор']",1120.0,1180.116504854369,1736806.3392347228
3183,36,11753,1,"['помидор', 'уход', 'форум', 'forumhouse']",1658.0,1180.116504854369,1736806.3392347228
3184,36,25772,1,"['выращивание', 'помидор', 'образцовый', 'усадьба']",609.0,1180.116504854369,1736806.3392347228
3185,36,25876,1,"['томат', 'жировать', 'теплица', 'общий', 'сведение', 'внешний', 'признак', 'причина', 'возникновение', 'способ', 'устранение', 'проблема', 'мера', 'профилактика', 'видео']",1329.0,1180.116504854369,1736806.3392347228
3186,36,25925,1,"['помидор', 'жировать', 'что', 'делать']",256.0,1180.116504854369,1736806.3392347228
3187,36,26237,0,"['томаты.вопрос', '-ответ', 'дачный', 'форум']",1362.0,1180.116504854369,1736806.3392347228
3188,36,26066,1,"['что', 'делать', 'если', 'помидор', 'жировать']",301.0,1180.116504854369,1736806.3392347228
3189,36,25910,0,"['выращивание', 'рассада', 'томат', 'помидор', 'пикировка', 'полить', 'уход']",1753.0,1180.116504854369,1736806.3392347228
3190,36,26852,1,"['томат', 'зажиреть', 'что', 'делать', 'youtube']",328.0,1180.116504854369,1736806.3392347228
3191,36,25653,1,"['форум', 'садовод', 'жировать', 'помидор', 'что', 'делать', '1/1']",857.0,1180.116504854369,1736806.3392347228
3192,36,27825,1,"['сад', 'шубин', 'саженец', 'рассада', 'крупномер', 'новосибирск']",2657.0,1180.116504854369,1736806.3392347228
3193,36,25193,0,"['плохой', 'завязь', 'у', 'томат', 'чем', 'дело', 'ответ', 'эксперт', '7dach.ru']",1774.0,1180.116504854369,1736806.3392347228
3194,36,27222,1,"['какой', 'быть', 'урожай', 'если', 'помидор', 'жировать']",392.0,1180.116504854369,1736806.3392347228
3195,36,26647,1,"['томат', 'жировать', 'теплица', 'причина', 'что', 'делать', 'видео']",939.0,1180.116504854369,1736806.3392347228
3196,36,26494,1,"['почему', 'закручиваться', 'верхний', 'лист', 'у', 'помидор', 'томат', 'сайт', 'о', 'сад', 'дача', 'комнатный', 'растение']",708.0,1180.116504854369,1736806.3392347228
3197,36,25170,1,"['если', 'помидор', 'жировать']",349.0,1180.116504854369,1736806.3392347228
3198,36,27320,1,"['помидор', 'агротехник', 'страница', 'форум', 'forumhouse']",823.0,1180.116504854369,1736806.3392347228
3199,36,26579,0,"['особенность', 'выращивание', 'томат', 'урал', 'торговый', 'дом', 'поспелов']",1182.0,1180.116504854369,1736806.3392347228
3200,36,26719,1,"['почему', 'жировать', 'помидор', 'теплица', 'открытый', 'грунт', 'что', 'делать']",545.0,1180.116504854369,1736806.3392347228
3201,36,27843,0,"['помидор', 'агротехник', 'страница', 'форум', 'forumhouse']",1032.0,1180.116504854369,1736806.3392347228
3202,36,25230,1,"['подготовка', 'теплица']",1159.0,1180.116504854369,1736806.3392347228
3203,36,26779,0,"['болезнь', 'помидор']",1087.0,1180.116504854369,1736806.3392347228
3204,36,26179,0,"['томат', 'теплица', 'дачница']",1264.0,1180.116504854369,1736806.3392347228
3205,36,25037,1,"['как', 'правильно', 'ухаживать', 'за', 'помидор']",832.0,1180.116504854369,1736806.3392347228
3206,36,27753,0,"['грядка', 'теплица', 'у', 'томат', 'скручиваться', 'лист', 'что', 'делать']",743.0,1180.116504854369,1736806.3392347228
3207,36,25164,0,"['как', 'приготовить', 'жидкий', 'зелёный', 'удобрение']",611.0,1180.116504854369,1736806.3392347228
3208,36,25033,1,"['жировать', 'помидор', 'что', 'делать', 'вырасти', 'сад']",2352.0,1180.116504854369,1736806.3392347228
3209,36,25933,0,"['формирование', 'помидор', 'првитя', 'выращивание', 'от', 'надежда', 'помидор', 'огород', 'каталог', 'стать', 'морской', 'пена']",874.0,1180.116504854369,1736806.3392347228
3210,36,25282,1,"['растить', 'томат', 'теплица', 'газета', 'садовод', 'сетевой', 'издание']",1261.0,1180.116504854369,1736806.3392347228
3211,36,26217,1,"['что', 'делать', 'если', 'помидор', 'жировать', 'какой', 'выход']",274.0,1180.116504854369,1736806.3392347228
3212,36,26315,1,"['причина', 'жирование', 'томат', 'теплица', 'способ', 'устранение', 'проблема', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",429.0,1180.116504854369,1736806.3392347228
3213,36,27321,0,"['выращивать', 'помидор', 'теплица', 'открытый', 'грунт', 'балкон']",1275.0,1180.116504854369,1736806.3392347228
3214,36,26365,1,"['как', 'увеличить', 'урожайность', 'томат', 'теплица']",408.0,1180.116504854369,1736806.3392347228
3215,36,26205,0,"['выращивать', 'помидор', 'вкусный', 'сахарный', 'сладкий']",1649.0,1180.116504854369,1736806.3392347228
3216,36,25584,1,"['что', 'делать', 'если', 'помидор', 'жировать']",5091.0,1180.116504854369,1736806.3392347228
3217,36,28010,1,"['жирование', 'томат', 'почему', 'помидор', 'жировать', 'youtube']",421.0,1180.116504854369,1736806.3392347228
3218,36,25307,1,"['почему', 'помидор', 'теплица', 'начать', 'жировать', 'в', 'сад', 'ли', 'мой', 'огород']",583.0,1180.116504854369,1736806.3392347228
3219,36,25439,1,"['что', 'делать', 'чтобы', 'помидор', 'не', 'жировать', 'расти', 'не', 'рост', 'а', 'цвель', 'быть', 'завязь', 'огород']",195.0,1180.116504854369,1736806.3392347228
3220,36,26309,1,"['жирование', 'томат', 'почему', 'помидор', 'жируют?', 'заливка', 'свяжка', 'ремонт', 'пол']",245.0,1180.116504854369,1736806.3392347228
3221,36,25646,1,"['жирование', 'томат', 'почему', 'помидор', 'жировать', 'видео', 'запорожский', 'портал']",100.0,1180.116504854369,1736806.3392347228
3222,36,26596,1,"['обсуждать', 'выращивание', 'помидор', 'дневник', 'дачник', 'дача', 'огород', 'сад', 'цветок', 'вконтакте']",1507.0,1180.116504854369,1736806.3392347228
3223,36,26465,1,"['1k', 'первый', 'крымский', 'n', 'дачный', 'участок', 'помидор', 'жировать', 'или', 'о', 'чем', 'говорить', 'внешний', 'вид', 'растение']",2695.0,1180.116504854369,1736806.3392347228
3224,36,26575,1,"['высадка', 'рассада', 'томат', 'грунт', 'уход', 'овощной', 'культура']",512.0,1180.116504854369,1736806.3392347228
3225,36,27033,1,"['приём', 'не', 'дать', 'жировать', 'томат', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",843.0,1180.116504854369,1736806.3392347228
3226,36,26752,1,"['жировать', 'помидор', 'теплица', 'что', 'делать', 'магия', 'растение']",447.0,1180.116504854369,1736806.3392347228
3227,36,26550,1,"['почему', 'жировать', 'помидор', 'что', 'это', 'делать', 'агропромышленный', 'вестник']",877.0,1180.116504854369,1736806.3392347228
3228,36,27142,1,"['томат', 'жировать', 'теплица', 'что', 'делать']",1857.0,1180.116504854369,1736806.3392347228
3229,36,26625,0,"['кулинарный', 'рецепт', 'фотография']",66.0,1180.116504854369,1736806.3392347228
3230,36,27194,1,"['приём', 'не', 'дать', 'жировать', 'томат', 'блог', 'они', 'inna', 'лётко', 'дача', 'свой', 'рука']",782.0,1180.116504854369,1736806.3392347228
3231,36,27331,1,"['теплица', 'жизнь', 'кипеть', 'наш', 'красноярский', 'край']",1232.0,1180.116504854369,1736806.3392347228
3232,36,27534,1,"['томат', 'теплица', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",1843.0,1180.116504854369,1736806.3392347228
3233,36,26527,0,"['что', 'делать', 'если', 'помидор', 'жировать']",183.0,1180.116504854369,1736806.3392347228
3234,36,25780,0,"['про', 'помидор', 'вопрос', 'дача', 'сад', 'огород']",541.0,1180.116504854369,1736806.3392347228
3235,36,26454,1,"['почему', 'помидор', 'жировать', 'что', 'делать', 'youtube']",317.0,1180.116504854369,1736806.3392347228
3236,36,27642,0,"['почему', 'жировать', 'томат', 'сад', 'огород', 'дача', 'секрет', 'успех']",473.0,1180.116504854369,1736806.3392347228
3237,36,26476,1,"['томат', 'жировать', 'теплица', 'что', 'делать', 'помидор', 'фото', 'видео']",804.0,1180.116504854369,1736806.3392347228
3238,36,27850,1,"['посадка', 'рассада', 'помидоркак', 'правильно', 'вырастить', 'рассада', 'помидор']",1039.0,1180.116504854369,1736806.3392347228
3239,36,26170,1,"['жировать', 'помидор', 'что', 'делать']",1380.0,1180.116504854369,1736806.3392347228
3240,36,27500,1,"['ответы@mail.ru', 'больший', 'ботва', 'у', 'помидор', 'цвести', 'мало', 'что', 'делать']",686.0,1180.116504854369,1736806.3392347228
3241,36,27373,1,"['помидоркино', 'выращивать', 'помидор', 'осенний', 'урожай', 'томат']",415.0,1180.116504854369,1736806.3392347228
3242,36,26789,0,"['з', 'рецепт', 'всё', 'про', 'помидор', 'томат', 'видео', 'фото', 'отзов']",333.0,1180.116504854369,1736806.3392347228
3243,36,25985,0,"['как', 'защитить', 'томат', 'от', 'фитофтора', 'огородник', 'усадьба']",2143.0,1180.116504854369,1736806.3392347228
3244,36,27612,0,"['газета', 'хозяйство', 'сад', 'огород', 'цветник', 'здоровье', 'готовить', 'вкусно']",899.0,1180.116504854369,1736806.3392347228
3245,36,25650,0,"['как', 'вырастить', 'рассада', 'помидор']",1331.0,1180.116504854369,1736806.3392347228
3246,36,27812,1,"['ответы@mail.ru', 'что', 'делать', 'при', 'избыток', 'азот', 'у', 'томат']",497.0,1180.116504854369,1736806.3392347228
3247,36,27282,1,"['выращивание', 'помидор', 'теплица']",189.0,1180.116504854369,1736806.3392347228
3248,36,26967,1,"['если', 'томат', 'жировать', 'помидор']",387.0,1180.116504854369,1736806.3392347228
3249,36,26246,1,"['как', 'вырастить', 'здоровый', 'помидор']",414.0,1180.116504854369,1736806.3392347228
3250,36,26942,1,"['что', 'делать', 'если', 'жировать', 'помидор', 'если', 'томат', 'теплица', 'описание', 'видео']",792.0,1180.116504854369,1736806.3392347228
3251,36,27147,1,"['томат', 'обсуждение', 'liveinternet', 'российский', 'сервис', 'онлайн-дневник']",3198.0,1180.116504854369,1736806.3392347228
3252,36,27466,1,"['жировать', 'помидор', 'что', 'делать']",972.0,1180.116504854369,1736806.3392347228
3253,36,27672,1,"['лист', 'томат', 'скручиваться', 'кудрявиться']",475.0,1180.116504854369,1736806.3392347228
3254,36,26614,1,"['всё', 'секрет', 'помидор']",1982.0,1180.116504854369,1736806.3392347228
3255,36,26944,1,"['жиреть', 'помидор', 'теплица', 'что', 'делать']",2057.0,1180.116504854369,1736806.3392347228
3256,36,26712,1,"['что', 'делать', 'если', 'жировать', 'помидор', 'томат', 'теплица', 'видео', 'фото']",993.0,1180.116504854369,1736806.3392347228
3257,36,26427,1,"['дачный', 'форум', 'томат', 'жировать']",2631.0,1180.116504854369,1736806.3392347228
3258,36,25700,0,"['болезнь', 'помидор', 'теплица', 'что', 'делать', 'если', 'помидор', 'чернеть', 'теплица']",1192.0,1180.116504854369,1736806.3392347228
3259,36,27954,0,"['теплица', 'без', 'севооборот', 'стр', 'томат', 'теплица', 'форум']",1954.0,1180.116504854369,1736806.3392347228
3260,36,27513,1,"['томат', 'жировать']",1181.0,1180.116504854369,1736806.3392347228
3261,36,26943,1,"['томат', 'жировать', 'теплица', 'что', 'делать']",462.0,1180.116504854369,1736806.3392347228
3262,36,25709,1,"['круглый', 'год', 'дом', 'сад', 'огород', 'почему', 'помидор', 'жировать']",371.0,1180.116504854369,1736806.3392347228
3263,36,26062,1,"['почему', 'помидор', 'жировать', 'как', 'выправить', 'томат']",651.0,1180.116504854369,1736806.3392347228
3264,36,25386,0,"['болезнь', 'вредитель', 'томат', 'помидор', 'всё', 'про', 'помидор', 'томат', 'видео', 'фото', 'отзов']",9599.0,1180.116504854369,1736806.3392347228
3265,36,27557,0,"['как', 'прищипывать', 'пасынковать', 'помидор']",412.0,1180.116504854369,1736806.3392347228
3266,37,13677,0,"['значок', 'символ', 'для', 'контакт']",276.0,1537.155172413793,22744050.484271023
3267,37,14344,0,"['как', 'ставить', 'красивый', 'значок', 'чат', 'страница', 'goha.ru']",946.0,1537.155172413793,22744050.484271023
3268,37,14578,0,"['знак', 'который', 'нет', 'клавиатура', 'devul']",1396.0,1537.155172413793,22744050.484271023
3269,37,14471,1,"['ответы@mail.ru', 'подсказать', 'как', 'ставить', 'текст', 'значок', 'тип', 'тм', 'или', 'сердечко']",332.0,1537.155172413793,22744050.484271023
3270,37,21790,1,"['клавиша', 'клавиатура', 'фото', 'описание', 'кнопка', 'клавиатура']",667.0,1537.155172413793,22744050.484271023
3271,37,11531,0,"['группа', 'всякий', 'разный', 'значок', 'который', 'нет', 'клавиатура', 'вконтакте']",256.0,1537.155172413793,22744050.484271023
3272,37,13842,1,"['как', 'ставить', 'сердечко', 'клавиатура', 'сердечко', 'клавиатура', 'настоящий', 'женщина']",342.0,1537.155172413793,22744050.484271023
3273,37,14455,0,"['mysql', 'fatal', 'error']",115.0,1537.155172413793,22744050.484271023
3274,37,13101,1,"['символ', 'клавиатура', 'хотеть', 'печатать', 'всё', 'новичок']",819.0,1537.155172413793,22744050.484271023
3275,37,14276,1,"['как', 'сделать', 'символ', 'клавиатуреhelp', 'youtube']",318.0,1537.155172413793,22744050.484271023
3276,37,13465,1,"['как', 'сделать', 'сердечко', 'клавиатура', 'сердечко', 'символ', 'клавиатура', 'женский', 'школа']",336.0,1537.155172413793,22744050.484271023
3277,37,14718,1,"['как', 'ставить', 'знак', 'препинание', 'клавиатура', 'ноутбук']",756.0,1537.155172413793,22744050.484271023
3278,37,14004,1,"['как', 'поставить', 'знак', 'собака', 'email', 'другой', 'символ', 'клавиатура']",556.0,1537.155172413793,22744050.484271023
3279,37,11536,1,"['таблица', 'символ', 'который', 'нет', 'клавиатура', 'it', 'поддержка', 'общение']",531.0,1537.155172413793,22744050.484271023
3280,37,14682,1,"['как', 'набирать', 'символ', 'помощь', 'кнопка', 'alt']",816.0,1537.155172413793,22744050.484271023
3281,37,12189,1,"['ответы@mail.ru', 'как', 'поставить', 'значок', 'собака', 'клавиатура']",332.0,1537.155172413793,22744050.484271023
3282,37,13388,0,"['знакомство', 'клавиатура', 'компьютер', 'горячий', 'клавиша', 'виртуальный', 'клавиатура', 'клавиатура', 'онлайн']",1935.0,1537.155172413793,22744050.484271023
3283,37,11829,1,"['как', 'сделать', 'знак', 'клавиатура', 'как', 'напечатать', 'красивый', 'символ', 'отсутствовать', 'клавиатура', 'знак', 'легко', 'напечатать', 'воспользоваться', 'описать', 'здесь', 'метод']",488.0,1537.155172413793,22744050.484271023
3284,37,14648,1,"['ответы@mail.ru', 'как', 'ставить', 'значок', 'который', 'нету', 'клавиатура']",252.0,1537.155172413793,22744050.484271023
3285,37,12426,1,"['как', 'вставить', 'символ', 'если', 'он', 'нет', 'клавиатура']",382.0,1537.155172413793,22744050.484271023
3286,37,11424,1,"['как', 'поставить', 'знак', 'собака', 'e-mail']",618.0,1537.155172413793,22744050.484271023
3287,37,13826,1,"['символ', 'клавиатура', 'самый', 'интересный', 'блог']",162.0,1537.155172413793,22744050.484271023
3288,37,12198,1,"['ответы@mail.ru', 'как', 'ставить', 'значок', 'помощь', 'клавиатура']",568.0,1537.155172413793,22744050.484271023
3289,37,14061,1,"['alt-код', 'википедия']",1049.0,1537.155172413793,22744050.484271023
3290,37,12496,1,"['ответы@mail.ru', 'как', 'поставить', 'значок', 'помощь', 'клавиатура']",327.0,1537.155172413793,22744050.484271023
3291,37,14782,1,"['символ', 'который', 'нет', 'клавиатура']",299.0,1537.155172413793,22744050.484271023
3292,37,12844,1,"['клавиатура', 'компьютер', 'раскладка', 'фото', 'назначение', 'клавиша', 'символ', 'знак']",1267.0,1537.155172413793,22744050.484271023
3293,37,14435,1,"['а', 'как', 'как', 'писать', 'символ', 'тип', 'т.д.', 'akak.ru']",1683.0,1537.155172413793,22744050.484271023
3294,37,13516,0,"['как', 'установить', 'клавиатура', 'итальянский', 'клавиатура', 'комплектующие', 'аксессуар']",493.0,1537.155172413793,22744050.484271023
3295,37,14240,0,"['ответы@mail.ru', 'где', 'клавиатура', 'этот', 'чёртов', 'квадратный', 'скобки?подсказать', 'пожалуйста!ич', 'мочь', 'они', 'найти']",394.0,1537.155172413793,22744050.484271023
3296,37,13885,1,"['символ', 'который', 'нет', 'клавиатура', 'seo', 'маяк']",3265.0,1537.155172413793,22744050.484271023
3297,37,14359,0,"['символ', 'для', 'вк']",489.0,1537.155172413793,22744050.484271023
3298,37,13549,1,"['значок', 'градус', 'диаметр', 'клавиатура', 'littleone', '2009-2012']",384.0,1537.155172413793,22744050.484271023
3299,37,12120,0,"['сериал', 'тут', 'сериал', 'онлайн', 'смотреть', 'бесплатно', 'смотреть', 'онлайн']",22919.0,1537.155172413793,22744050.484271023
3300,37,12624,1,"['как', 'поставить', 'знак', 'который', 'нет', 'клавиатура']",380.0,1537.155172413793,22744050.484271023
3301,37,11400,1,"['как', 'отобразить', 'символ', 'прямо', 'клавиатура']",540.0,1537.155172413793,22744050.484271023
3302,37,11447,1,"['как', 'быстро', 'легко', 'ставить', 'сердечко', 'клавиатура', 'компьютерный', 'ответ']",419.0,1537.155172413793,22744050.484271023
3303,37,11248,1,"['•как', 'ставить', 'сердечко', 'знак']",801.0,1537.155172413793,22744050.484271023
3304,37,11716,1,"['как', 'ставить', 'сердечко', 'клавиатура', 'как', 'поставить', 'сердечко', 'контакт', 'ворда', 'клавиатура', 'полезный', 'совет', 'для', 'женщина', 'ребёнок']",254.0,1537.155172413793,22744050.484271023
3305,37,21951,0,"['клавиша', 'клавиатура']",29485.0,1537.155172413793,22744050.484271023
3306,37,13954,1,"['найти', 'польский', 'значок', 'ваш', 'клавиатура', 'миссия', 'выполнимый', 'польский', 'язык', 'от', 'а', 'до']",443.0,1537.155172413793,22744050.484271023
3307,37,11713,1,"['как', 'ставить', 'значок', 'каторой', 'нет', 'к..']",572.0,1537.155172413793,22744050.484271023
3308,37,12536,0,"['как', 'поставить', 'знак', 'собака', 'email', 'другой', 'символ', 'клавиатура']",410.0,1537.155172413793,22744050.484271023
3309,37,13834,1,"['как', 'ставить', 'значок', 'помощь', 'alt']",442.0,1537.155172413793,22744050.484271023
3310,37,11544,1,"['как', 'набирать', 'символ', 'помощь', 'кнопка', 'alt']",815.0,1537.155172413793,22744050.484271023
3311,37,12922,1,"['знак', 'который', 'нет', 'клавиатура', 'блог', 'сергей', 'волосожар']",971.0,1537.155172413793,22744050.484271023
